name,type,ra_deg,dec_deg,major_arcmin,minor_arcmin,pa_deg,mag,messier,common_name_zh,constellation,mag_band,common_name_en,is_addendum
NGC6618,Neb,275.196292,-16.171528,12.6,,,7,17,欧米伽星云,Sgr,V,"Checkmark Nebula,Lobster Nebula,Swan Nebula,omega Nebula",0
NGC6619,G,274.731417,23.655611,1.38,0.89,104,14.26,,,Her,B,,0
NGC6620,PN,275.725625,-26.821694,0.13,,,12.7,,,Sgr,V,,0
NGC6621,G,273.230458,68.363444,2.15,0.87,143,13.41,,,Dra,B,,0
NGC6622,G,273.249167,68.353889,0.97,0.87,117,14.08,,,Dra,B,,0
NGC6623,GPair,274.92875,23.705556,1.3,,,,,,Her,,,0
NGC6623 NED01,G,274.928417,23.701778,0.15,0.15,,14.4,,,Her,B,,0
NGC6623 NED02,G,274.928583,23.709556,1.35,1.2,140,14.36,,,Her,B,,0
NGC6624,GCl,275.919042,-30.361278,3.3,,,,,,Sgr,,,0
NGC6625,OCl,275.697083,-11.955,6,,,9,,,Sct,V,,0
NGC6626,GCl,276.137042,-24.869833,5.1,,,6.9,28,,Sgr,V,,0
NGC6627,G,275.662167,15.698,1.07,0.96,75,13.32,,,Her,V,,0
NGC6628,G,275.591292,23.478556,1.52,0.91,89,14.72,,,Her,B,,0
NGC6629,PN,276.426917,-23.202889,0.26,,,11.3,,,Sgr,V,,0
NGC6630,G,278.146417,-63.29325,0.81,0.68,102,13.91,,,Pav,V,,0
NGC6631,OCl,276.797333,-12.031222,5.7,,,11.7,,,Sct,V,,0
NGC6632,G,276.262875,27.535306,2.4,1.16,156,12.15,,,Her,V,,0
NGC6633,OCl,276.813458,6.508222,12,,,4.6,,,Oph,V,,0
NGC6634,Dup,277.846792,-32.347972,,,,,,,Sgr,,,0
NGC6635,G,276.904625,14.819056,1.14,1.03,5,13.4,,,Her,V,,0
NGC6636,GPair,275.514583,66.620222,2.2,,,,,,Dra,,,0
NGC6636 NED01,G,275.511958,66.616556,1.91,0.46,6,14.03,,,Dra,B,,0
NGC6636 NED02,G,275.521292,66.622,0.72,0.39,8,16,,,Dra,V,,0
NGC6637,GCl,277.846792,-32.347972,5.7,,,8.31,69,,Sgr,V,,0
NGC6638,GCl,277.734375,-25.496417,4.2,,,9.68,,,Sgr,V,,0
NGC6639,OCl,277.747083,-13.155833,6,,,,,,Sct,,,0
NGC6640,G,277.034458,34.302667,0.83,0.18,146,14.16,,,Lyr,B,,0
NGC6641,G,277.239042,22.903,0.93,0.81,100,14.25,,,Her,B,,0
NGC6642,GCl,277.975917,-23.476139,3.9,,,10.24,,,Sgr,V,,0
NGC6643,G,274.943375,74.568361,3.32,1.63,37,11.11,,,Dra,V,,0
NGC6644,PN,278.144708,-25.129361,0.04,,,10.7,,,Sgr,V,,0
NGC6645,OCl,278.157917,-16.883889,5.4,,,8.5,,,Sgr,V,,0
NGC6646,G,277.411417,39.865139,1.49,1.25,67,12.64,,,Lyr,V,,0
NGC6647,OCl,278.205583,-17.228667,3.6,,,8,,,Sgr,V,,0
NGC6648,Other,276.4075,64.976167,,,,,,,Dra,,,0
NGC6649,OCl,278.3665,-10.402806,5.58,,,8.9,,,Sct,V,,0
NGC6650,G,276.366625,68.005833,0.73,0.66,40,14.6,,,Dra,B,,0
NGC6651,G,276.082125,71.601917,1.34,0.71,32,13.63,,,Dra,B,,0
NGC6652,GCl,278.940625,-32.990306,5.1,,,9.75,,,Sgr,V,,0
NGC6653,G,281.159875,-73.263417,1.64,1.41,56,13.39,,,Pav,B,,0
NGC6654,G,276.031542,73.183222,2.91,2.23,5,11.84,,,Dra,V,,0
NGC6654A,G,279.853917,73.57975,2.11,0.44,59,13.49,,,Dra,B,,0
NGC6655,**,278.62875,-5.920861,,,,,,,Sct,,,0
NGC6656,GCl,279.100833,-23.903417,12.6,,,6.17,22,,Sgr,V,,0
NGC6657,G,278.256083,34.060472,0.77,0.44,135,14.17,,,Lyr,B,,0
NGC6658,G,278.481875,22.888278,1.5,0.25,5,11.8,,,Her,V,,0
NGC6659,OCl,278.499708,23.594889,5.4,,,,,,Her,,,0
NGC6660,G,278.652792,22.909667,1.95,1.13,143,12.36,,,Her,V,,0
NGC6661,Dup,278.652792,22.909667,,,,,,,Her,,,0
NGC6662,G,278.546583,32.064583,1.65,0.51,18,14.81,,,Lyr,B,,0
NGC6663,G,278.390333,40.048944,0.86,0.74,147,14.76,,,Lyr,B,,0
NGC6664,OCl,279.138958,-8.22075,6,,,7.8,,,Sct,V,,0
NGC6665,G,278.625042,30.720556,0.95,0.47,25,14.52,,,Lyr,B,,0
NGC6666,Other,278.687208,33.587639,,,,,,,Lyr,,,0
NGC6667,G,277.665792,67.987028,1.88,1.05,99,12.63,,,Dra,V,,0
NGC6668,Dup,277.665792,67.987028,,,,,,,Dra,,,0
NGC6669,Other,279.312875,22.195722,,,,,,,Her,,,0
NGC6670,GTrpl,278.397708,59.888806,1.2,,,,,,Dra,,,0
NGC6670 NED03,G,278.412625,59.888139,0.27,0.17,72,,,,Dra,,,0
NGC6670A,G,278.407167,59.889667,0.68,0.32,116,15.26,,,Dra,B,,0
NGC6670B,G,278.392042,59.888222,0.78,0.25,69,16.01,,,Dra,B,,0
NGC6671,G,279.359,26.417194,1.39,1.39,5,13.72,,,Lyr,B,,0
NGC6672,**,279.059958,42.947639,,,,,,,Lyr,,,0
NGC6673,G,281.276333,-62.297222,2.6,1.44,27,11.72,,,Pav,V,,0
NGC6674,G,279.641125,25.375139,4.01,2.04,144,12.07,,,Her,V,,0
NGC6675,G,279.360333,40.057722,1.31,0.94,131,13.33,,,Lyr,B,,0
NGC6676,G,278.2915,66.959056,1.5,0.37,141,15.22,,,Dra,B,,0
NGC6677,G,278.400542,67.11075,0.84,0.35,103,13.86,,,Dra,B,,0
NGC6678,Dup,277.665792,67.987028,,,,,,,Dra,,,0
NGC6679,G,278.377083,67.137306,0.6,0.35,99,13.6,,,Dra,B,,0
NGC6680,G,279.933208,22.316417,0.63,0.41,60,15.38,,,Her,B,,0
NGC6681,GCl,280.802667,-32.291889,6.6,,,9.06,70,,Sgr,V,,0
NGC6682,OCl,279.905667,-4.813694,4.5,,,,,,Sct,,,0
NGC6683,OCl,280.558208,-6.21225,3,,,9.4,,,Sct,V,,0
NGC6684,G,282.241167,-65.173444,4.19,2.96,29,10.5,,,Pav,V,,0
NGC6684A,G,283.095042,-64.831472,1.95,1.34,140,13.22,,,Pav,B,,0
NGC6685,G,279.994333,39.981778,0.95,0.7,38,14.59,,,Lyr,B,,0
NGC6686,G,280.02925,40.137639,0.63,0.56,153,14.75,,,Lyr,B,,0
NGC6687,G,279.342125,59.642972,1.25,0.94,46,14.83,,,Dra,B,,0
NGC6688,G,280.167208,36.289639,1.64,1.59,40,13.85,,,Lyr,B,,0
NGC6689,G,278.709375,70.523917,3.29,0.91,171,12.28,,,Dra,V,,0
NGC6690,Dup,278.709375,70.523917,,,,,,,Dra,,,0
NGC6691,G,279.801042,55.641806,1.47,1.37,35,12.9,,,Dra,V,,0
NGC6692,GPair,280.422917,34.843611,1.05,0.55,119,14.3,,,Lyr,B,,0
NGC6693,Dup,280.422917,34.843611,,,,,,,Lyr,,,0
NGC6694,OCl,281.32775,-9.383611,6,,,8.87,26,,Sct,V,,0
NGC6695,G,280.678083,40.366889,1.21,0.67,13,13.49,,,Lyr,V,,0
NGC6696,G,280.021,59.333972,0.91,0.23,1,16.01,,,Dra,B,,0
NGC6697,G,281.312333,25.512583,1.19,0.95,65,14.46,,,Her,B,,0
NGC6698,OCl,282.020875,-25.477167,4.98,,,,,,Sgr,,,0
NGC6699,G,283.0085,-57.32075,1.74,1.71,95,12.21,,,Pav,V,,0
NGC6700,G,281.518292,32.279611,1.52,1.01,114,14.12,,,Lyr,B,,0
NGC6701,G,280.801917,60.653333,1.42,1.36,120,12.82,,,Dra,B,,0
NGC6702,G,281.739917,45.705667,1.64,1.42,58,12.24,,,Lyr,V,,0
NGC6703,G,281.828458,45.550639,2.43,2.38,85,11.38,,,Lyr,V,,0
NGC6704,OCl,282.690708,-5.205417,3.3,,,9.2,,,Sct,V,,0
NGC6705,OCl,282.774958,-6.270028,9,,,5.8,11,野鸭星团,Sct,V,"Amas de l'Ecu de Sobieski,Wild Duck Cluster",0
NGC6706,G,284.212667,-63.166222,1.7,0.77,124,14.03,,,Pav,B,,0
NGC6707,G,283.841917,-53.818444,2.62,1.05,143,12.62,,,Tel,V,,0
NGC6708,G,283.8985,-53.723444,1.16,0.86,163,12.93,,,Tel,V,,0
NGC6709,OCl,282.828917,10.31875,8.7,,,6.7,,,Aql,V,,0
NGC6710,G,282.642292,26.838389,1.68,0.93,38,13.06,,,Lyr,V,,0
NGC6711,G,282.253667,47.658111,1.03,0.94,70,12.94,,,Dra,V,,0
NGC6712,GCl,283.270375,-8.705472,5.7,,,8.69,,,Sct,V,,0
NGC6713,G,282.685667,33.959778,0.48,0.44,110,14.21,,,Lyr,B,,0
NGC6714,*Ass,281.708333,66.745,,,,,,,Dra,,,0
NGC6715,GCl,283.763625,-30.4785,5.1,,,7.7,54,,Sgr,V,,0
NGC6716,OCl,283.643208,-19.901083,7.2,,,7.5,,,Sgr,V,,0
NGC6717,GCl,283.775167,-22.701611,3.9,,,10.35,,,Sgr,V,,0
NGC6718,G,285.369292,-66.110194,1.48,0.74,171,14.17,,,Pav,B,,0
NGC6719,G,285.781208,-68.588361,1.66,0.84,109,13.5,,,Pav,B,,0
NGC6720,PN,283.395875,33.028583,1.27,,,8.8,57,环状星云,Lyr,V,Ring Nebula,0
NGC6721,G,285.211708,-57.759444,1.9,1.58,155,12.04,,,Pav,V,,0
NGC6722,G,285.918208,-64.894472,2.93,0.51,164,13.57,,,Pav,B,,0
NGC6723,GCl,284.888125,-36.631472,9.3,,,,,,Sgr,,,0
NGC6724,OCl,284.195333,10.428556,3.18,,,,,,Aql,,,0
NGC6725,G,285.485917,-53.863083,2.65,0.52,40,12.45,,,Tel,V,,0
NGC6726,RfN,285.41375,-36.891306,9,7,,,,,CrA,,,0
NGC6727,RfN,285.426125,-36.87625,80,80,,,,,CrA,,,0
NGC6728,OCl,284.687667,-8.966,4.5,,,,,,Sct,,,0
NGC6729,Neb,285.480833,-36.957639,25,20,,,,,CrA,,,0
NGC6730,G,286.890208,-68.912806,2.2,1.83,31,12.06,,,Pav,V,,0
NGC6731,**,284.306125,43.076778,,,,,,,Lyr,,,0
NGC6732,G,284.100083,52.377611,0.94,0.68,103,14.37,,,Dra,B,,0
NGC6733,G,286.544292,-62.196917,1.96,1.39,109,13.44,,,Pav,B,,0
NGC6734,G,286.809708,-65.461861,1.38,0.9,14,13.76,,,Pav,B,,0
NGC6735,OCl,285.155667,-0.475389,5.1,,,,,,Aql,,,0
NGC6736,G,286.871875,-65.428611,1.11,0.88,67,14.32,,,Pav,B,,0
NGC6737,OCl,285.572792,-18.546972,6.6,,,,,,Sgr,,,0
NGC6738,*Ass,285.339833,11.615611,5.4,,,8.3,,,Aql,V,,0
NGC6739,G,286.953167,-61.368111,2.65,0.89,173,12.14,,,Pav,V,,0
NGC6740,G,285.210458,28.771222,1.09,0.76,31,15.5,,,Lyr,B,,0
NGC6741,PN,285.654167,-0.449389,0.13,,,11.5,,,Aql,V,Phantom Streak Nebula,0
NGC6742,PN,284.832917,48.465278,0.55,,,13.4,,,Dra,V,,0
NGC6743,OCl,285.336125,29.277472,6.9,,,8.2,,,Lyr,B,,0
NGC6744,G,287.442083,-63.857528,15.67,9.75,15,9.25,,,Pav,V,,0
NGC6744A,G,287.182333,-63.7305,1.64,0.6,106,15.15,,,Pav,B,,0
NGC6745,GTrpl,285.42375,40.753056,2.3,,,,,,Lyr,,,0
NGC6745 NED01,G,285.422667,40.747861,0.95,0.46,32,13.22,,,Lyr,B,,0
NGC6745 NED02,G,285.423875,40.759972,0.69,0.22,174,16.93,,,Lyr,B,,0
NGC6745 NED03,G,285.424917,40.751361,0.33,0.18,7,,,,Lyr,,,0
NGC6746,G,287.591708,-61.970167,1.56,1.09,170,13.69,,,Pav,B,,0
NGC6747,G,283.840208,72.771528,0.65,0.5,126,14.97,,,Dra,B,,0
NGC6748,Dup,286.481458,-5.992306,,,,,,,Aql,,,0
NGC6749,GCl,286.315,1.900611,5.1,,,12.4,,,Aql,V,,0
NGC6750,G,285.150458,59.16675,1.08,0.69,2,13.64,,,Dra,B,,0
NGC6751,PN,286.481458,-5.992306,0.34,,,11.9,,,Aql,V,,0
NGC6752,GCl,287.71575,-59.981861,13.2,,,6.28,,,Pav,V,,0
NGC6753,G,287.8485,-57.049556,2.97,2.6,25,11.04,,,Pav,V,,0
NGC6754,G,287.857167,-50.641806,2.02,1.08,77,12.22,,,Tel,V,,0
NGC6755,OCl,286.954375,4.266417,6,,,7.5,,,Aql,V,,0
NGC6756,OCl,287.177375,4.705778,3.6,,,10.6,,,Aql,V,,0
NGC6757,G,286.264083,55.715167,1.71,1.15,92,13.91,,,Dra,B,,0
NGC6758,G,288.468083,-56.309944,2.75,2.14,111,11.39,,,Tel,V,,0
NGC6759,G,286.736833,50.344222,0.97,0.67,40,15.12,,,Dra,B,,0
NGC6760,GCl,287.80025,1.030472,5.4,,,9.78,,,Aql,V,,0
NGC6761,G,288.77,-50.656833,1.63,1.42,22,13.36,,,Tel,V,,0
NGC6762,G,286.4045,63.934028,1.55,0.34,119,14.12,,,Dra,B,,0
NGC6763,Dup,286.4045,63.934028,,,,,,,Dra,,,0
NGC6764,G,287.068208,50.933222,2.49,1.22,64,13.63,,,Cyg,V,,0
NGC6765,PN,287.777083,30.545556,0.67,,,12.9,,,Lyr,V,,0
NGC6766,Dup,302.59875,46.460833,,,,,,,Cyg,,,0
NGC6767,**,287.891292,37.725444,,,,,,,Lyr,,,0
NGC6768,G,289.135833,-40.209167,1.26,1,36,13.7,,,CrA,B,,0
NGC6769,G,289.5945,-60.501083,2.86,2.19,120,11.77,,,Pav,V,,0
NGC6770,G,289.6555,-60.496472,2.39,1.72,33,11.86,,,Pav,V,,0
NGC6771,G,289.664625,-60.546,2.38,0.54,121,12.52,,,Pav,V,,0
NGC6772,PN,288.65125,-2.706806,1.07,,,12.7,,,Aql,V,,0
NGC6773,OCl,288.785208,4.856556,,,,,,,Aql,,,0
NGC6774,OCl,289.067917,-16.260694,30,,,,,,Sgr,,,0
NGC6775,OCl,289.178583,-0.933361,4.8,,,,,,Aql,,,0
NGC6776,G,291.329792,-63.860167,2,1.62,14,12.07,,,Pav,V,,0
NGC6776A,G,291.272417,-63.683444,1.44,0.36,83,14.86,,,Pav,B,,0
NGC6777,Dup,287.71575,-59.981861,,,,,,,Pav,,,0
NGC6778,PN,289.603542,-1.596361,0.26,,,12.3,,,Aql,V,,0
NGC6779,GCl,289.147958,30.1845,5.8,,,8.4,56,,Lyr,V,,0
NGC6780,G,290.712,-55.775833,2.01,1.55,4,12.73,,,Tel,V,,0
NGC6781,PN,289.61775,6.539722,1.8,,,11.4,,,Aql,V,,0
NGC6782,G,290.99125,-59.922472,2.45,1.49,18,11.98,,,Pav,V,,0
NGC6783,G,289.198417,46.017222,0.66,0.62,135,15.2,,,Cyg,B,,0
NGC6784,G,291.649958,-65.617694,1.04,0.56,46,14.85,,,Pav,B,,0
NGC6784A,G,291.629917,-65.626111,0.95,0.54,167,15.03,,,Pav,B,,0
NGC6785,Dup,289.603542,-1.596361,,,,,,,Aql,,,0
NGC6786,G,287.724625,73.410167,0.81,0.48,20,13.8,,,Dra,V,,0
NGC6787,G,289.044083,60.417528,0.8,0.74,70,14.87,,,Dra,B,,0
NGC6788,G,291.707292,-54.951306,3.2,1.05,69,12.05,,,Tel,V,,0
NGC6789,G,289.175667,63.971472,0.97,0.84,145,13.54,,,Dra,V,,0
NGC6790,PN,290.737083,1.513333,0.12,,,10.5,,,Aql,V,,0
NGC6791,OCl,290.22175,37.771889,6.3,,,9.5,,,Lyr,V,,0
NGC6792,G,290.239208,43.1325,2.08,1.11,24,13.29,,,Lyr,B,,0
NGC6793,OCl,290.809958,22.141028,8.1,,,,,,Vul,,,0
NGC6794,G,292.016167,-38.91875,1.51,1.26,85,12.88,,,Sgr,V,,0
NGC6795,OCl,291.59175,3.514361,,,,,,,Aql,,,0
NGC6796,G,290.378625,61.144889,1.73,0.4,1,12.65,,,Dra,V,,0
NGC6797,Other,292.253125,-25.666556,,,,,,,Sgr,,,0
NGC6798,G,291.013208,53.624778,1.78,0.8,147,14.45,,,Cyg,B,,0
NGC6799,G,293.068875,-55.907917,1.83,1.36,107,13.51,,,Tel,B,,0
NGC6800,OCl,291.782,25.140472,6,,,,,,Vul,,,0
NGC6801,G,291.899208,54.372889,1.36,0.71,38,14.72,,,Cyg,B,,0
NGC6802,OCl,292.646,20.260972,4.5,,,8.8,,,Vul,V,,0
NGC6803,PN,292.818542,10.056028,0.09,,,11.4,,,Aql,V,,0
NGC6804,PN,292.897458,9.225167,0.58,,,12,,,Aql,V,,0
NGC6805,G,294.190458,-37.554361,1.16,1.03,159,14.31,,,Sgr,B,,0
NGC6806,G,294.271042,-42.296278,1.22,0.96,52,13.19,,,Sgr,V,,0
NGC6807,PN,293.639583,5.684167,0.03,,,12,,,Aql,V,,0
NGC6808,G,295.975,-70.633389,0.8,0.25,42,12.9,,,Pav,V,,0
NGC6809,GCl,294.9975,-30.962083,12,,,6.49,55,,Sgr,V,,0
NGC6810,G,295.892708,-58.655583,3.79,1.05,175,11.42,,,Pav,V,,0
NGC6811,OCl,294.324625,46.388833,7.2,,,6.8,,,Cyg,V,,0
NGC6812,G,296.350917,-55.346806,1.75,1.12,87,13.57,,,Tel,B,,0
NGC6813,PN,295.0935,27.309556,3,,,,,,Vul,,,0
NGC6814,G,295.669333,-10.3235,3.08,0.74,110,11.32,,,Aql,V,,0
NGC6815,*Ass,295.184625,26.759,,,,,,,Vul,,,0
NGC6816,G,296.009292,-28.400833,1.72,1.4,80,12.87,,,Sgr,V,,0
NGC6817,GPair,294.343333,62.383056,0.9,,,,,,Dra,,,0
NGC6817 NED01,G,294.3385,62.382694,0.26,0.18,47,16.34,,,Dra,B,,0
NGC6817 NED02,G,294.347417,62.383639,0.66,0.55,115,15.57,,,Dra,B,,0
NGC6818,PN,295.990542,-14.153167,0.77,,,9.3,,,Sgr,V,Little Gem Nebula,0
NGC6819,OCl,295.325375,40.18675,6.9,,,7.3,,,Cyg,V,Foxhead Cluster,0
NGC6820,Neb,295.61675,23.088083,0.5,0.5,,15,,,Vul,B,,0
NGC6821,G,296.10025,-6.833444,1.03,0.93,130,13.07,,,Aql,V,,0
NGC6822,G,296.240583,-14.803444,17.38,16.75,27,10.05,,巴纳德星系,Sgr,V,Barnard's Galaxy,0
NGC6823,Cl+N,295.791208,23.299944,6,,,7.1,,,Vul,V,,0
NGC6824,G,295.919583,56.109472,1.91,1.39,53,11.76,,,Cyg,V,,0
NGC6825,GPair,295.478333,64.073056,0.72,0.32,170,15.3,,,Dra,B,,0
NGC6826,PN,296.200458,50.525028,0.42,,,9.44,,,Cyg,V,Blinking Planetary,0
NGC6827,OCl,297.222667,21.215056,2.1,,,,,,Vul,,,0
NGC6828,OCl,297.573375,7.902556,6,,,,,,Aql,,,0
NGC6829,G,296.7815,59.907083,1.49,0.35,31,14.92,,,Dra,B,,0
NGC6830,OCl,297.74825,23.100139,4.2,,,7.9,,,Vul,V,,0
NGC6831,G,296.98875,59.892528,1.29,1.17,115,14.55,,,Dra,B,,0
NGC6832,OCl,297.063583,59.421167,3.3,,,,,,Cyg,,,0
NGC6833,PN,297.444167,48.961111,0.03,,,12.1,,,Cyg,V,,0
NGC6834,OCl,298.052333,29.408167,4.5,,,7.8,,,Cyg,V,,0
NGC6835,G,298.637292,-12.567583,2.74,0.61,70,12.46,,,Sgr,V,,0
NGC6836,G,298.666917,-12.687944,1.42,1.11,119,13.01,,,Sgr,V,,0
NGC6837,OCl,298.285958,11.699,3,,,,,,Aql,,,0
NGC6838,GCl,298.442125,18.778389,6.9,,,6.1,71,,Sge,V,,0
NGC6839,Other,298.5,18.003333,,,,,,,Sge,,,0
NGC6840,OCl,298.817708,12.114611,4.5,,,,,,Aql,,,0
NGC6841,G,299.454417,-31.810694,1.63,1.46,162,12.59,,,Sgr,V,,0
NGC6842,PN,298.759417,29.289167,0.95,,,13.1,,,Vul,V,,0
NGC6843,OCl,299.025917,12.163833,3.6,,,,,,Aql,,,0
NGC6844,G,300.708875,-65.229861,1.26,0.97,5,13.58,,,Pav,B,,0
NGC6845,GGroup,300.242833,-47.069972,4.1,,,,,,Tel,,,0
NGC6845A,G,300.243417,-47.07025,1.08,0.61,47,13.22,,,Tel,V,,0
NGC6845B,G,300.272083,-47.059083,0.78,0.6,24,13.89,,,Tel,V,,0
NGC6845C,G,300.236708,-47.084222,0.94,0.31,138,15.43,,,Tel,V,,0
NGC6845D,G,300.223292,-47.095222,0.79,0.22,157,14.68,,,Tel,V,,0
NGC6846,OCl,299.117167,32.349694,2.4,,,14.2,,,Cyg,V,,0
NGC6847,Cl+N,299.157583,30.212917,10,10,,,,,Cyg,,,0
NGC6848,G,300.696875,-56.090306,2.34,1.38,158,13.35,,,Tel,B,,0
NGC6849,G,301.565083,-40.198306,2.15,1.42,19,12.12,,,Sgr,V,,0
NGC6850,G,300.875417,-54.844778,2.03,1.09,146,13.07,,,Tel,V,,0
NGC6851,G,300.893208,-48.2845,2.18,1.7,161,11.84,,,Tel,V,,0
NGC6851A,G,301.452125,-47.97825,1.35,0.7,50,14.89,,,Tel,B,,0
NGC6851B,G,301.416417,-47.979056,1.12,0.18,67,14.81,,,Tel,V,,0
NGC6852,PN,300.163167,1.728111,0.47,,,12.6,,,Aql,V,,0
NGC6853,PN,299.901583,22.721028,6.7,,,7.4,27,哑铃星云,Vul,V,Dumbbell Nebula,0
NGC6854,G,301.411667,-54.375611,2.28,1.62,166,12.35,,,Tel,V,,0
NGC6855,G,301.707958,-56.389917,1.27,0.95,95,13.85,,,Tel,B,,0
NGC6856,OCl,299.821375,56.130889,3,,,,,,Cyg,,,0
NGC6857,HII,300.450542,33.525917,0.63,0.63,,11.4,,,Cyg,B,,0
NGC6858,OCl,300.747458,11.259417,4.2,,,,,,Aql,,,0
NGC6859,Other,300.956292,0.444639,,,,,,,Aql,,,0
NGC6860,G,302.195375,-61.100194,1.31,0.75,32,13.53,,,Pav,V,,0
NGC6861,G,301.831167,-48.370222,3.18,2.36,133,11.04,,,Tel,V,,0
NGC6861B,G,301.522625,-48.474444,1.21,0.4,100,15.12,,,Tel,B,,0
NGC6861C,G,301.671167,-48.649778,1.11,0.42,34,15.09,,,Tel,B,,0
NGC6861D,G,302.081167,-48.211417,2.36,0.85,157,11.94,,,Tel,V,,0
NGC6861E,G,302.756333,-48.690583,1.48,0.31,37,15.11,,,Tel,B,,0
NGC6861F,G,302.799167,-48.275833,1.82,0.35,85,15.26,,,Tel,B,,0
NGC6862,G,302.227417,-56.39175,1.43,1.32,125,12.74,,,Tel,V,,0
NGC6863,Other,301.2805,-3.555139,,,,,,,Aql,,,0
NGC6864,GCl,301.520167,-21.922222,3.6,,,8.26,75,,Sgr,V,,0
NGC6865,G,301.485333,-9.040917,0.63,0.48,135,14.74,,,Aql,B,,0
NGC6866,OCl,300.979917,44.159111,5.1,,,7.6,,,Cyg,V,,0
NGC6867,G,302.623583,-54.78325,1.61,0.55,156,13.93,,,Tel,B,,0
NGC6868,G,302.475292,-48.379556,3.58,3.13,81,10.59,,,Tel,V,,0
NGC6869,G,300.176708,66.227528,1.44,1.44,100,12.23,,,Dra,V,,0
NGC6870,G,302.54525,-48.287083,2.56,1.08,86,11.94,,,Tel,V,,0
NGC6871,OCl,301.497667,35.77725,9.3,,,5.2,,,Cyg,V,,0
NGC6872,G,304.235667,-70.767944,4.7,1.8,45,11.64,,,Pav,V,,0
NGC6873,OCl,301.807875,21.10225,3,,,,,,Sge,,,0
NGC6874,*Ass,301.887833,38.246111,,,,,,,Cyg,,,0
NGC6875,G,303.301958,-46.161639,2.15,1.3,22,12.03,,,Tel,V,,0
NGC6875A,G,302.98275,-46.144083,2.97,0.61,74,13.95,,,Tel,B,,0
NGC6876,G,304.579792,-70.858806,3.46,3,110,10.83,,,Pav,V,,0
NGC6876A,G,302.820208,-71.012944,1.38,0.46,178,14.86,,,Pav,B,,0
NGC6877,G,304.650833,-70.853056,2.38,1.14,163,12.23,,,Pav,V,,0
NGC6878,G,303.471833,-44.52675,1.61,1.26,98,12.42,,,Sgr,V,,0
NGC6878A,G,303.4,-44.816167,1.87,0.86,69,13.25,,,Sgr,V,,0
NGC6879,PN,302.610833,16.922806,0.08,,,12.5,,,Sge,V,,0
NGC6880,G,304.873458,-70.859861,2.46,1.06,25,13.35,,,Pav,V,,0
NGC6881,PN,302.71875,37.411389,0.07,,,13.9,,,Cyg,V,,0
NGC6882,OCl,302.98275,26.488806,7.5,,,14.1,,,Vul,V,,0
NGC6883,OCl,302.832292,35.832194,4.5,,,8,,,Cyg,V,,0
NGC6884,PN,302.59875,46.460833,0.1,,,10.9,,,Cyg,V,,0
NGC6885,Dup,302.98275,26.488806,,,,,,,Vul,,,0
NGC6886,PN,303.17875,19.989722,0.09,,,11.4,,,Sge,V,,0
NGC6887,G,304.322042,-52.79675,3.44,1.18,103,12.08,,,Tel,V,,0
NGC6888,HII,303.027292,38.354944,20,10,,7.44,,新月星云,Cyg,B,Crescent Nebula,0
NGC6889,G,304.721792,-53.957083,1.71,1.08,60,13.71,,,Tel,B,,0
NGC6890,G,304.575417,-44.806722,1.59,1.27,155,12.65,,,Sgr,V,,0
NGC6891,PN,303.786833,12.704361,0.25,,,10.5,,,Del,V,,0
NGC6892,Other,304.2385,18.019667,,,,,,,Sge,,,0
NGC6893,G,305.206833,-48.239083,2.87,1.78,9,11.71,,,Tel,V,,0
NGC6894,PN,304.100208,30.565083,0.67,,,12.3,,,Cyg,V,,0
NGC6895,OCl,304.134833,50.240472,5.1,,,,,,Cyg,,,0
NGC6896,**,304.514917,30.640056,,,,,,,Cyg,,,0
NGC6897,G,305.255292,-12.254694,0.94,0.6,39,14.57,,,Cap,B,,0
NGC6898,G,305.283458,-12.358889,1.03,0.94,145,14.04,,,Cap,B,,0
NGC6899,G,306.092667,-50.433944,1.79,0.89,112,12.85,,,Tel,V,,0
NGC6900,G,305.396292,-2.569222,0.94,0.74,100,14.67,,,Aql,B,,0
NGC6901,G,305.589625,6.429861,1.25,0.49,62,14.83,,,Aql,B,,0
NGC6902,G,306.11725,-43.653528,2.69,2.11,158,11.48,,,Sgr,V,,0
NGC6902A,G,305.749,-44.271528,0.98,0.74,57,14.59,,,Sgr,B,,0
NGC6902B,G,305.779375,-43.868611,1.32,1.2,160,13.8,,,Sgr,V,,0
NGC6903,G,305.936917,-19.325417,2.24,2.04,145,12.9,,,Cap,B,,0
NGC6904,OCl,305.450625,25.7415,4.2,,,,,,Vul,,,0
NGC6905,PN,305.595792,20.104528,0.67,,,11.1,,,Del,V,Blue Flash Nebula,0
NGC6906,G,305.891292,6.443667,1.12,0.48,45,12.56,,,Aql,V,,0
NGC6907,G,306.277625,-24.809167,3.33,2.68,67,11.16,,,Cap,V,,0
NGC6908,G,306.287375,-24.801139,1.87,1.01,65,12.31,,,Cap,B,,0
NGC6909,G,306.912042,-47.027028,2.36,1.29,69,11.99,,,Tel,V,,0
NGC6910,OCl,305.800208,40.778611,6.3,,,7.4,,,Cyg,V,,0
NGC6911,G,304.909708,66.728333,1.84,1.01,122,15.6,,,Dra,B,,0
NGC6912,G,306.717,-18.617278,1.3,1.03,77,13.22,,,Cap,V,,0
NGC6913,OCl,305.990708,38.507667,3.6,,,6.6,29,,Cyg,V,,0
NGC6914,RfN,306.180417,42.482639,3,3,,,,,Cyg,,,0
